web_scraper_order,web_scraper_start_url,type_habits,Prix,adresse,image_lien
"1767635158-398","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Short coton","6 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/short-coton-2397806"
"1767635158-399","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Short","6 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/short-2397799"
"1767635158-400","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt - Short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-short-2397788"
"1767635158-401","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body - Short Coton","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/body-short-coton-2397781"
"1767635158-402","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble Body - Short Coton","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-body-short-coton-2397777"
"1767635158-403","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt - Short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-short-2397774"
"1767635158-404","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt unique coton","2 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-unique-coton-2397208"
"1767635158-405","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements homme","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2397024"
"1767635158-406","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt homme","2 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-homme-2396886"
"1767635158-407","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Tee-shirts","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-2396877"
"1767635158-408","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalons kaki","6 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2396875"
"1767635158-409","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Habits homme","9 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/habits-homme-2396743"
"1767635158-410","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt unique","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-unique-2396350"
"1767635158-411","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Smoking","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/smoking-2395753"
"1767635158-412","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Jallabé homme","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/jallabe-homme-2395715"
"1767635158-413","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Lacoste homme - femme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-femme-2395712"
"1767635158-414","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements homme","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2394811"
"1767635158-415","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements homme","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2394810"
"1767635158-416","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements Homme","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2394807"
"1767635158-417","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements homme","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2394805"
"1767635158-418","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble shirt shorte","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-shirt-shorte-2394459"
"1767635158-419","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Habit","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/habit-2394450"
"1767635158-420","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble Homme","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2394432"
"1767635202-421","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Tee-shirts","4 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-2425093"
"1767635202-422","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalons hommes","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-hommes-2425078"
"1767635202-423","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements Homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2425070"
"1767635202-424","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Louis Vuitton","80 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-louis-vuitton-2425059"
"1767635202-425","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2424887"
"1767635202-426","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Tenue hizbou","42 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/tenue-hizbou-2424802"
"1767635202-427","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon Kaki","6 500CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2424757"
"1767635202-428","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemise homme","5 500CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2424752"
"1767635202-429","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon kaki","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2424679"
"1767635202-430","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon jean","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-2424653"
"1767635202-431","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon jean","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-2424652"
"1767635202-432","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Jeans homme","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-2424650"
"1767635202-433","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensembles  Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-vetements-homme-2424326"
"1767635202-434","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Culottes Nike","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culottes-nike-2424316"
"1767635202-435","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon Kaki","60 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2424026"
"1767635202-436","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2422903"
"1767635202-437","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements  homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2422878"
"1767635202-438","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt Lacoste en coton","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-lacoste-en-coton-2422557"
"1767635202-439","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements homme","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2421467"
"1767635202-440","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt africain","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-africain-2420753"
"1767635202-441","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon kaki","6 500CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2420614"
"1767635202-442","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon Kaki","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2420055"
"1767635202-443","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Shorts homme","9 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/shorts-homme-2419995"
"1767635202-444","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Boubou homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-2419793"
"1767635202-445","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste homme","10 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2418555"
"1767635202-446","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2418093"
"1767635202-447","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2418082"
"1767635202-448","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt homme","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-homme-2418068"
"1767635202-449","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2418061"
"1767635202-450","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirts homme","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2418039"
"1767635202-451","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2417997"
"1767635202-452","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt ?","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2417987"
"1767635202-453","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2417973"
"1767635202-454","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2417508"
"1767635202-455","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2417503"
"1767635202-456","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Sous vêtements débardeurs 3 pièces","3 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-debardeurs-3-pieces-2417085"
"1767635202-457","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirts homme","2 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2416404"
"1767635202-458","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2416090"
"1767635202-459","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtement homme","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2416089"
"1767635202-460","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemise homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2416084"
"1767635202-461","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2416076"
"1767635202-462","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2416074"
"1767635202-463","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-2416071"
"1767635202-464","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2416070"
"1767635202-465","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2416067"
"1767635202-466","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2416063"
"1767635202-467","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble chemise et pantalon","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemise-et-pantalon-2416062"
"1767635202-468","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2416060"
"1767635202-469","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Vêtement","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetement-2416029"
"1767635202-470","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2415975"
"1767635202-471","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2415972"
"1767635202-472","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2415959"
"1767635202-473","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polos Lacoste","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polos-lacoste-2415957"
"1767635202-474","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2415953"
"1767635202-475","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2415949"
"1767635202-476","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polos Lacoste","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polos-lacoste-2415936"
"1767635202-477","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble - 3 pièces","45 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-3-pieces-2415790"
"1767635202-478","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble - 3 pièces","45 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-3-pieces-2415784"
"1767635202-479","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble - 3 pièces","45 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-3-pieces-2415778"
"1767635202-480","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble - 2 pièces","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2-pieces-2415773"
"1767635202-481","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste homme","10 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2415629"
"1767635202-482","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises homme","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-2415215"
"1767635202-483","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises homme","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-2415209"
"1767635202-484","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2415164"
"1767635202-485","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble hommes","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-hommes-2415161"
"1767635202-486","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2415155"
"1767635202-487","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2415151"
"1767635202-488","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements hommes - femmes","Prix sur demande","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-hommes-femmes-2413813"
"1767635202-489","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2413310"
"1767635202-490","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt et pantalon","18 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2411908"
"1767635202-491","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt et pantalon","18 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2411896"
"1767635202-492","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt et pantalon","18 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2411887"
"1767635202-493","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt - pantalon","18 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-pantalon-2411850"
"1767635202-494","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt et pantalon","18 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2411839"
"1767635202-495","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt et short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-short-2411828"
"1767635202-496","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble 3 pieces","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-3-pieces-2411202"
"1767635202-497","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2411199"
"1767635202-498","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Boubou bazin","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/boubou-bazin-2411195"
"1767635202-499","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Boubous en bazin","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/boubous-en-bazin-2411187"
"1767635202-500","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2410706"
"1767635202-501","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble  homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2410631"
"1767635202-502","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2410630"
"1767635202-503","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Sous-vêtement blanc","2 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetement-blanc-2410082"
"1767635202-504","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste en coton","2 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-en-coton-2409719"
"1767635725-505","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Confection Kimono","10 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/confection-kimono-2438794"
"1767635725-506","https://sn.coinafrique.com/categorie/vetements-homme?page=104","T-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2438391"
"1767635725-507","https://sn.coinafrique.com/categorie/vetements-homme?page=104","T-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2438387"
"1767635725-508","https://sn.coinafrique.com/categorie/vetements-homme?page=104","T-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2438382"
"1767635725-509","https://sn.coinafrique.com/categorie/vetements-homme?page=104","T-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2438373"
"1767635725-510","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culotte","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culotte-2438340"
"1767635725-511","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culotte","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culotte-2438327"
"1767635725-512","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culotes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culotes-2438323"
"1767635725-513","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2438310"
"1767635725-514","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2438307"
"1767635725-515","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2438004"
"1767635725-516","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","15 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2437630"
"1767635725-517","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Pantalon kaki","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2437528"
"1767635725-518","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","15 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2436349"
"1767635725-519","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Pantalons Kaki","6 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2436120"
"1767635725-520","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Pantalon Kaki","6 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2436116"
"1767635725-521","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Pantalons","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-2436115"
"1767635725-522","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2436089"
"1767635725-523","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2436085"
"1767635725-524","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble vêtements homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2436084"
"1767635725-525","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble pantalon et chemise","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalon-et-chemise-2436080"
"1767635725-526","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Ensemble Tee-shirt Short","15 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-tee-shirt-short-2436010"
"1767635725-527","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culottes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culottes-2435887"
"1767635725-528","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culottes homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culottes-homme-2435877"
"1767635725-529","https://sn.coinafrique.com/categorie/vetements-homme?page=104","Culotte homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-homme/culotte-homme-2435872"
