web_scraper_order,web_scraper_start_url,type_habits,Prix,adresse,image_lien
"1767646004-746","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","14 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4021197"
"1767646004-747","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","14 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4021196"
"1767646004-748","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020559"
"1767646004-749","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020475"
"1767646004-750","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Robe Turquie","30 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/robe-turquie-4020473"
"1767646004-751","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020420"
"1767646004-752","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020422"
"1767646004-753","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020424"
"1767646004-754","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020400"
"1767646004-755","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020365"
"1767646004-756","https://sn.coinafrique.com/categorie/vetements-femme?page=22","Vêtements femme","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-femme/vetements-femme-4020090"
