web_scraper_order,web_scraper_start_url,types_chaussures,Prix,adresse,image_lien
"1767636867-459","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4008863"
"1767636867-460","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","10 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4008496"
"1767636867-461","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Air Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-jordan-3972159"
"1767636867-462","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Air force","25 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-force-4007370"
"1767636867-463","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures hommes","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-4007066"
"1767636867-464","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Nike Air force 1","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-4005139"
"1767636867-465","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Air Force 1 Stussy","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-stussy-4005131"
"1767636867-466","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets homme","35 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4004732"
"1767636867-467","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4004329"
"1767636867-468","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Timberland","30 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4003994"
"1767636867-469","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures  Timberland","28 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4003992"
"1767636867-470","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","13 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4003985"
"1767636867-471","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4003977"
"1767636867-472","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4002929"
"1767636867-473","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4002908"
"1767636867-474","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","30 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4002832"
"1767636867-475","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets  Jordan 1","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-1-4002271"
"1767636867-476","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Air Jordan 6","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-6-4001528"
"1767636867-477","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4001521"
"1767636867-478","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets  Adidas","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4001028"
"1767636867-479","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","15 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3960128"
"1767636867-480","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","18 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3960110"
"1767636867-481","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3960103"
"1767636867-482","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","18 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3960107"
"1767636867-483","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3960118"
"1767636867-484","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Wallabess","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-wallabess-3961605"
"1767636867-485","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Baskets Stan Smith","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-3961604"
"1767636867-486","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3961598"
"1767636867-487","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3958585"
"1767636867-488","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures hommes","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3958579"
"1767636867-489","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3961591"
"1767636867-490","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3965256"
"1767636867-491","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3958575"
"1767636867-492","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3965262"
"1767636867-493","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Wallabees","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabees-3965260"
"1767636867-494","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Mocassins homme","5 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4000811"
"1767636867-495","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-3963469"
"1767636867-496","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963445"
"1767636867-497","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963447"
"1767636867-498","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963444"
"1767636867-499","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963434"
"1767636867-500","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963452"
"1767636867-501","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","14 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3963454"
"1767636867-502","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Berluti","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-4000013"
"1767636867-503","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3957610"
"1767636867-504","https://sn.coinafrique.com/categorie/chaussures-homme?page=45","Chaussures Stan Smith","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-3957617"
"1767637364-505","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Air Jordane coupés","14 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordane-coupes-4031626"
"1767637364-506","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Jordan","17 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4031623"
"1767637364-507","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures  homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3992654"
"1767637364-508","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3992660"
"1767637364-509","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets homme","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4030526"
"1767637364-510","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4030517"
"1767637364-511","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4030511"
"1767637364-512","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Balenciaga track","65 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-balenciaga-track-4029731"
"1767637364-513","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Air Jordan","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-jordan-4029602"
"1767637364-514","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures original disponible","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-original-disponible-3990527"
"1767637364-515","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3989343"
"1767637364-516","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3989358"
"1767637364-517","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3989346"
"1767637364-518","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3989333"
"1767637364-519","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-3989331"
"1767637364-520","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3989328"
"1767637364-521","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Mocassins homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4028691"
"1767637364-522","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures mixte","30 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mixte-4028644"
"1767637364-523","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","30 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4028640"
"1767637364-524","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4028277"
"1767637364-525","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4028276"
"1767637364-526","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures mixte","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mixte-4028273"
"1767637364-527","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sandales orthopédiques","13 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3988580"
"1767637364-528","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4028037"
"1767637364-529","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","9 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3990987"
"1767637364-530","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3985580"
"1767637364-531","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3985575"
"1767637364-532","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Nike Air Force 1","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-air-force-1-4026245"
"1767637364-533","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sneakers Balenciaga X Gucci","45 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-balenciaga-x-gucci-4026097"
"1767637364-534","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3984183"
"1767637364-535","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3984187"
"1767637364-536","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets mixte","9 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-mixte-4024737"
"1767637364-537","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3982723"
"1767637364-538","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4024559"
"1767637364-539","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","21 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4024555"
"1767637364-540","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","12 500CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4023609"
"1767637364-541","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets  Air Jordan 4","24 900CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-4-4023607"
"1767637364-542","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4023267"
"1767637364-543","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures  mixte","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mixte-4023038"
"1767637364-544","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Nike Air Jordan","14 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-jordan-4023034"
"1767637364-545","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets  Air Nike","14 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-nike-4023032"
"1767637364-546","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-3980400"
"1767637364-547","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3980386"
"1767637364-548","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets  Jordan 9","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-9-4021892"
"1767637364-549","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Mocassins homme","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4021838"
"1767637364-550","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","9 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4021789"
"1767637364-551","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","10 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4021785"
"1767637364-552","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3979009"
"1767637364-553","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3979010"
"1767637364-554","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Wallabess homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/wallabess-homme-3979013"
"1767637364-555","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3979006"
"1767637364-556","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3978988"
"1767637364-557","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3979001"
"1767637364-558","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures en cuir","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-3978971"
"1767637364-559","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3978980"
"1767637364-560","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","27 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4021361"
"1767637364-561","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Kasoot","5 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-kasoot-4020199"
"1767637364-562","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sandales orthopédiques","10 500CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-4020080"
"1767637364-563","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4019705"
"1767637364-564","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","1 100CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4019665"
"1767637364-565","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3976361"
"1767637364-566","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3976358"
"1767637364-567","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","30 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3976373"
"1767637364-568","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3976377"
"1767637364-569","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","25 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4018687"
"1767637364-570","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","40 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4018679"
"1767637364-571","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4018671"
"1767637364-572","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sandales homme","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4018639"
"1767637364-573","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sandales homme","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4018638"
"1767637364-574","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Sandales homme","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4018636"
"1767637364-575","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Nike Air Jordan 1","17 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-jordan-1-4018509"
"1767637364-576","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3974725"
"1767637364-577","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3974717"
"1767637364-578","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chemise homme","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chemise-homme-3974720"
"1767637364-579","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4018100"
"1767637364-580","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Adidas","30 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-4017659"
"1767637364-581","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Adidas","13 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4016825"
"1767637364-582","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Souliers homme","15 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/souliers-homme-4016820"
"1767637364-583","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures Vans montantes","12 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-montantes-4016818"
"1767637364-584","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Baskets Nike Air Force 1","12 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-4016813"
"1767637364-585","https://sn.coinafrique.com/categorie/chaussures-homme?page=44","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3973618"
