web_scraper_order,web_scraper_start_url,types_chaussures,Prix,adresse,image_lien
"1767635906-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Nike SB","35 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sb-3899352"
"1767635906-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Air Jordan 4 Retro","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-4-retro-3898324"
"1767635906-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3898173"
"1767635906-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","30 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3897699"
"1767635906-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Louis Vuitton Trainers","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-trainers-3897686"
"1767635906-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures enfant","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-enfant-3897394"
"1767635906-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Air Jordan","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-jordan-3897365"
"1767635906-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","15 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3897311"
"1767635906-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Sandales Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3896558"
"1767635906-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Sandales Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3896532"
"1767635906-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3895368"
"1767635906-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","7 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3894148"
"1767635906-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","11 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3893552"
"1767635906-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","15 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3893541"
"1767635906-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Jordan 4","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-3893201"
"1767635906-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","23 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3893200"
"1767635906-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures orthopédique en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopedique-en-cuir-3893033"
"1767635906-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Jordan","20 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-3892864"
"1767635906-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3892607"
"1767635906-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3892604"
"1767635906-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures orthopédique en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopedique-en-cuir-3892025"
"1767635906-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3849434"
"1767635906-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","18 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3849440"
"1767635906-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Timberland montantes","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-montantes-3847894"
"1767635906-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Adidas Stan Smith","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-3848666"
"1767635906-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848665"
"1767635906-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848657"
"1767635906-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848660"
"1767635906-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3853868"
"1767635906-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Wallabees homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/wallabees-homme-3853855"
"1767635906-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3853838"
"1767635906-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Wallabees homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/wallabees-homme-3853833"
"1767635906-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3853831"
"1767635906-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3850734"
"1767635906-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Wallabess","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabess-3863024"
"1767635906-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Wallabess","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-wallabess-3858078"
"1767635906-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Stan Smith","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-3863029"
"1767635906-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3863011"
"1767635906-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3858072"
"1767635906-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3858083"
"1767635906-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3862990"
"1767635906-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Babouches homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-3890783"
"1767635906-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Babouches homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-3890777"
"1767635906-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","17 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3890752"
"1767635906-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","18 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3850533"
"1767635906-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3850525"
"1767635906-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","35 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3889902"
"1767635906-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures  homme","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3889829"
"1767635906-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Adidas Stan Smith","13 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-3845578"
"1767635906-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","27 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3889358"
"1767635906-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Adidas","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-3848588"
"1767635906-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Reebok","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-3848591"
"1767635906-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3848593"
"1767635906-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848576"
"1767635906-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Puma","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-3848586"
"1767635906-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3848564"
"1767635906-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Jordan","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3848566"
"1767635906-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike Air Force","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-3848556"
"1767635906-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848539"
"1767635906-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848542"
"1767635906-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Jordan","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3848550"
"1767635906-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Jordan","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3848552"
"1767635906-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848538"
"1767635906-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Nike","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-3848532"
"1767635906-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3848535"
"1767635906-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Timberland","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-3848530"
"1767635906-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures orthopédiques","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3889214"
"1767635906-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets Jordan 4","17 000CFA","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-3888614"
"1767635906-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures hommes","11 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3888331"
"1767635906-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures orthopèdiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-en-cuir-3888186"
"1767635906-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3887675"
"1767635906-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Jordan","18 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-3887643"
"1767635906-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","13 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3887308"
"1767635906-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","15 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3887307"
"1767635906-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","13 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3887304"
"1767635906-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3887191"
"1767635906-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Sportswear","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sportswear-3887148"
"1767635906-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3887143"
"1767635906-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","6 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3886109"
"1767635906-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3840522"
"1767635906-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures homme","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3840512"
"1767635906-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Chaussures Adidas","25 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-3884391"
"1767635906-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","13 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3884175"
"1767635906-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=50","Baskets homme","13 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3884171"
"1767635950-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Nike Air Force One","15 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-one-3924228"
"1767635950-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Sandales orthopédique","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-3924009"
"1767635950-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Sandales orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3924006"
"1767635950-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3924002"
"1767635950-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3923998"
"1767635950-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Sandales Orthopédiques","25 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3923991"
"1767635950-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Dunk Low Louis  Vuitton","25 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dunk-low-louis-vuitton-3923717"
"1767635950-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Tapettes homme","23 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-3923128"
"1767635950-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures  Jordan 26","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-26-3922650"
"1767635950-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Air Jordan 4","25 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-4-3921523"
"1767635950-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Orthopédiques","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-3921157"
"1767635950-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","15 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3920978"
"1767635950-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Nike Air Force 1","12 990CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-3918929"
"1767635950-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Jordan 4","23 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-3918924"
"1767635950-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Jordan 4","25 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4-3918337"
"1767635950-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Louis Vuitton","35 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-3918315"
"1767635950-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Jordan 6","25 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-6-3918311"
"1767635950-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Louis Vuitton","35 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-3918214"
"1767635950-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Jordan 11","30 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-11-3918213"
"1767635950-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets  Air Force one","15 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-3917779"
"1767635950-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","20 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3917767"
"1767635950-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures hommes","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-3917239"
"1767635950-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3917234"
"1767635950-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","18 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3875329"
"1767635950-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","10 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3875333"
"1767635950-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3916223"
"1767635950-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Nike SB DUNK LOW","23 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-sb-dunk-low-3916065"
"1767635950-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Noctar Drake","45 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-noctar-drake-3915620"
"1767635950-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets New Balance","35 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-3915616"
"1767635950-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3915497"
"1767635950-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Jordan 1","35 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-1-3914881"
"1767635950-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","10 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3873199"
"1767635950-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3914799"
"1767635950-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets homme","20 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-3914065"
"1767635950-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Sandales orthopédiques","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-3913822"
"1767635950-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Sandales homme","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-3913380"
"1767635950-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Berluti homme","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-homme-3913360"
"1767635950-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-en-cuir-3911881"
"1767635950-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Toppanga","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-toppanga-3910830"
"1767635950-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Timberland","24 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-3909782"
"1767635950-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Kalenji","14 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-kalenji-3909599"
"1767635950-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","20 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3909526"
"1767635950-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures Berluti","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-3908998"
"1767635950-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Baskets Nike Air Force 1","12 500CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-3908483"
"1767635950-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=49","Chaussures homme","16 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-3866578"
